question,optionA,optionB,optionC,optionD,correctAnswer,explanation,category,level,topic,difficulty
Choose the word that is most opposite in meaning (antonym) to the word: 'AMPLIFY',Decrease,Rigid,Greedy,Stubborn,Decrease,"'Amplify' represents a fixed, rigid state. The opposite of this is 'Decrease'.",verbal,1,Amazon,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',for,about,on,at,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Infosys,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the designers have completed the daily training session.'",designers,completed the,have,Each of the,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Wipro,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'ABUNDANT',Unclear,Hidden,Plentiful,Complicated,Plentiful,"'Abundant' means representing details in a short, clear way, which matches 'Plentiful'.",verbal,1,Google,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'ALLURE',Greedy,Repel,Stubborn,Rigid,Repel,"'Allure' represents a fixed, rigid state. The opposite of this is 'Repel'.",verbal,1,Google,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',on,at,about,for,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Capgemini,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the developers have completed the daily training session.'",have,developers,completed the,Each of the,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Tech Mahindra,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'CONCISE',Unclear,Complicated,Hidden,Brief,Brief,"'Concise' means representing details in a short, clear way, which matches 'Brief'.",verbal,1,Amazon,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'FRUGAL',Stubborn,Greedy,Extravagant,Rigid,Extravagant,"'Frugal' represents a fixed, rigid state. The opposite of this is 'Extravagant'.",verbal,1,Capgemini,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',on,at,for,about,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Wipro,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the developers have completed the daily training session.'",have,developers,Each of the,completed the,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Cognizant,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'CANDID',Honest,Hidden,Complicated,Unclear,Honest,"'Candid' means representing details in a short, clear way, which matches 'Honest'.",verbal,1,TCS,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'OBSTINATE',Flexible,Stubborn,Rigid,Greedy,Flexible,"'Obstinate' represents a fixed, rigid state. The opposite of this is 'Flexible'.",verbal,1,Cognizant,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',about,at,on,for,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Infosys,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the analysts have completed the daily training session.'",completed the,analysts,have,Each of the,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Cognizant,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'TRIVIAL',Complicated,Unimportant,Hidden,Unclear,Unimportant,"'Trivial' means representing details in a short, clear way, which matches 'Unimportant'.",verbal,1,Accenture,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'DULL',Stubborn,Vibrant,Rigid,Greedy,Vibrant,"'Dull' represents a fixed, rigid state. The opposite of this is 'Vibrant'.",verbal,1,Cognizant,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',for,on,at,about,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Google,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the directors have completed the daily training session.'",directors,completed the,Each of the,have,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Accenture,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'DILIGENT',Complicated,Unclear,Hardworking,Hidden,Hardworking,"'Diligent' means representing details in a short, clear way, which matches 'Hardworking'.",verbal,1,Tech Mahindra,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'AMPLIFY',Greedy,Decrease,Stubborn,Rigid,Decrease,"'Amplify' represents a fixed, rigid state. The opposite of this is 'Decrease'.",verbal,1,TCS,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',on,for,about,at,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Capgemini,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the auditors have completed the daily training session.'",have,auditors,completed the,Each of the,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,TCS,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'ABUNDANT',Unclear,Hidden,Plentiful,Complicated,Plentiful,"'Abundant' means representing details in a short, clear way, which matches 'Plentiful'.",verbal,1,Wipro,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'ALLURE',Repel,Greedy,Rigid,Stubborn,Repel,"'Allure' represents a fixed, rigid state. The opposite of this is 'Repel'.",verbal,1,Cognizant,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',on,at,for,about,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Microsoft,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the analysts have completed the daily training session.'",have,completed the,Each of the,analysts,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Google,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'CONCISE',Brief,Hidden,Unclear,Complicated,Brief,"'Concise' means representing details in a short, clear way, which matches 'Brief'.",verbal,1,Wipro,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'FRUGAL',Extravagant,Greedy,Stubborn,Rigid,Extravagant,"'Frugal' represents a fixed, rigid state. The opposite of this is 'Extravagant'.",verbal,1,Wipro,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',for,at,on,about,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Google,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the managers have completed the daily training session.'",have,completed the,managers,Each of the,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Infosys,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'CANDID',Hidden,Honest,Complicated,Unclear,Honest,"'Candid' means representing details in a short, clear way, which matches 'Honest'.",verbal,1,Cognizant,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'OBSTINATE',Greedy,Rigid,Stubborn,Flexible,Flexible,"'Obstinate' represents a fixed, rigid state. The opposite of this is 'Flexible'.",verbal,1,Accenture,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',on,for,about,at,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Wipro,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the engineers have completed the daily training session.'",engineers,completed the,have,Each of the,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Microsoft,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'TRIVIAL',Unclear,Complicated,Hidden,Unimportant,Unimportant,"'Trivial' means representing details in a short, clear way, which matches 'Unimportant'.",verbal,1,TCS,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'DULL',Greedy,Stubborn,Vibrant,Rigid,Vibrant,"'Dull' represents a fixed, rigid state. The opposite of this is 'Vibrant'.",verbal,1,Cognizant,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',on,for,about,at,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Microsoft,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the designers have completed the daily training session.'",designers,have,completed the,Each of the,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Tech Mahindra,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'DILIGENT',Hardworking,Complicated,Hidden,Unclear,Hardworking,"'Diligent' means representing details in a short, clear way, which matches 'Hardworking'.",verbal,1,Google,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'AMPLIFY',Stubborn,Greedy,Rigid,Decrease,Decrease,"'Amplify' represents a fixed, rigid state. The opposite of this is 'Decrease'.",verbal,1,Accenture,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',at,on,about,for,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Accenture,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the designers have completed the daily training session.'",have,designers,completed the,Each of the,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Amazon,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'ABUNDANT',Plentiful,Unclear,Hidden,Complicated,Plentiful,"'Abundant' means representing details in a short, clear way, which matches 'Plentiful'.",verbal,1,Capgemini,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'ALLURE',Repel,Rigid,Greedy,Stubborn,Repel,"'Allure' represents a fixed, rigid state. The opposite of this is 'Repel'.",verbal,1,Microsoft,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',at,on,for,about,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Amazon,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the auditors have completed the daily training session.'",have,completed the,Each of the,auditors,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Google,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'CONCISE',Brief,Hidden,Unclear,Complicated,Brief,"'Concise' means representing details in a short, clear way, which matches 'Brief'.",verbal,1,Amazon,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'FRUGAL',Stubborn,Extravagant,Rigid,Greedy,Extravagant,"'Frugal' represents a fixed, rigid state. The opposite of this is 'Extravagant'.",verbal,1,Amazon,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',about,at,on,for,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,TCS,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the developers have completed the daily training session.'",completed the,have,Each of the,developers,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Wipro,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'CANDID',Hidden,Honest,Complicated,Unclear,Honest,"'Candid' means representing details in a short, clear way, which matches 'Honest'.",verbal,1,Accenture,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'OBSTINATE',Stubborn,Greedy,Rigid,Flexible,Flexible,"'Obstinate' represents a fixed, rigid state. The opposite of this is 'Flexible'.",verbal,1,Wipro,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',on,for,at,about,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Wipro,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the developers have completed the daily training session.'",developers,Each of the,have,completed the,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Google,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'TRIVIAL',Hidden,Unimportant,Complicated,Unclear,Unimportant,"'Trivial' means representing details in a short, clear way, which matches 'Unimportant'.",verbal,1,Cognizant,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'DULL',Vibrant,Greedy,Rigid,Stubborn,Vibrant,"'Dull' represents a fixed, rigid state. The opposite of this is 'Vibrant'.",verbal,1,Cognizant,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',for,at,about,on,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Wipro,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the directors have completed the daily training session.'",have,directors,Each of the,completed the,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Tech Mahindra,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'DILIGENT',Unclear,Hidden,Complicated,Hardworking,Hardworking,"'Diligent' means representing details in a short, clear way, which matches 'Hardworking'.",verbal,1,Tech Mahindra,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'AMPLIFY',Stubborn,Decrease,Rigid,Greedy,Decrease,"'Amplify' represents a fixed, rigid state. The opposite of this is 'Decrease'.",verbal,1,TCS,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',at,for,on,about,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,TCS,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the analysts have completed the daily training session.'",Each of the,have,completed the,analysts,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Infosys,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'ABUNDANT',Hidden,Complicated,Unclear,Plentiful,Plentiful,"'Abundant' means representing details in a short, clear way, which matches 'Plentiful'.",verbal,1,TCS,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'ALLURE',Greedy,Stubborn,Repel,Rigid,Repel,"'Allure' represents a fixed, rigid state. The opposite of this is 'Repel'.",verbal,1,Amazon,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',about,on,for,at,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,TCS,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the consultants have completed the daily training session.'",have,consultants,completed the,Each of the,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Accenture,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'CONCISE',Unclear,Hidden,Brief,Complicated,Brief,"'Concise' means representing details in a short, clear way, which matches 'Brief'.",verbal,1,Cognizant,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'FRUGAL',Extravagant,Rigid,Stubborn,Greedy,Extravagant,"'Frugal' represents a fixed, rigid state. The opposite of this is 'Extravagant'.",verbal,1,TCS,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',for,on,at,about,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Wipro,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the managers have completed the daily training session.'",Each of the,completed the,managers,have,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Capgemini,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'CANDID',Unclear,Honest,Complicated,Hidden,Honest,"'Candid' means representing details in a short, clear way, which matches 'Honest'.",verbal,1,TCS,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'OBSTINATE',Rigid,Flexible,Greedy,Stubborn,Flexible,"'Obstinate' represents a fixed, rigid state. The opposite of this is 'Flexible'.",verbal,1,Tech Mahindra,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',on,about,at,for,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,TCS,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the directors have completed the daily training session.'",have,Each of the,completed the,directors,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Amazon,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'TRIVIAL',Complicated,Hidden,Unimportant,Unclear,Unimportant,"'Trivial' means representing details in a short, clear way, which matches 'Unimportant'.",verbal,1,TCS,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'DULL',Greedy,Vibrant,Stubborn,Rigid,Vibrant,"'Dull' represents a fixed, rigid state. The opposite of this is 'Vibrant'.",verbal,1,Tech Mahindra,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',on,about,for,at,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Amazon,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the analysts have completed the daily training session.'",analysts,completed the,Each of the,have,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Amazon,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'DILIGENT',Unclear,Hardworking,Hidden,Complicated,Hardworking,"'Diligent' means representing details in a short, clear way, which matches 'Hardworking'.",verbal,1,Accenture,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'AMPLIFY',Greedy,Decrease,Stubborn,Rigid,Decrease,"'Amplify' represents a fixed, rigid state. The opposite of this is 'Decrease'.",verbal,1,Google,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',on,at,for,about,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Microsoft,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the directors have completed the daily training session.'",completed the,Each of the,directors,have,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Amazon,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'ABUNDANT',Hidden,Plentiful,Unclear,Complicated,Plentiful,"'Abundant' means representing details in a short, clear way, which matches 'Plentiful'.",verbal,1,Google,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'ALLURE',Greedy,Stubborn,Repel,Rigid,Repel,"'Allure' represents a fixed, rigid state. The opposite of this is 'Repel'.",verbal,1,Wipro,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',for,at,on,about,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Capgemini,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the developers have completed the daily training session.'",completed the,Each of the,have,developers,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Wipro,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'CONCISE',Complicated,Brief,Hidden,Unclear,Brief,"'Concise' means representing details in a short, clear way, which matches 'Brief'.",verbal,1,Infosys,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'FRUGAL',Greedy,Rigid,Extravagant,Stubborn,Extravagant,"'Frugal' represents a fixed, rigid state. The opposite of this is 'Extravagant'.",verbal,1,Google,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',about,for,at,on,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Cognizant,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the designers have completed the daily training session.'",Each of the,have,completed the,designers,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Tech Mahindra,Easy
Choose the word that is most similar in meaning (synonym) to the word: 'CANDID',Hidden,Honest,Complicated,Unclear,Honest,"'Candid' means representing details in a short, clear way, which matches 'Honest'.",verbal,1,Google,Easy
Choose the word that is most opposite in meaning (antonym) to the word: 'OBSTINATE',Flexible,Greedy,Stubborn,Rigid,Flexible,"'Obstinate' represents a fixed, rigid state. The opposite of this is 'Flexible'.",verbal,1,Cognizant,Easy
Fill in the blank: 'The senior architect congratulated the developer _____ solving the database deadlock.',on,at,about,for,on,The verb 'congratulate' takes the preposition 'on' (congratulate someone on doing something).,verbal,1,Tech Mahindra,Easy
"Spot the error: Choose the segment containing a grammatical error:
'Each of the developers have completed the daily training session.'",have,developers,completed the,Each of the,have,"The subject 'Each' is singular, so it requires the singular verb 'has' instead of the plural 'have'.",verbal,1,Infosys,Easy
