student_id,session_id,topic,typing_speed,average_response_time_ms,backspace_frequency,rewrite_frequency,focus_loss_events,tab_switch_count,interaction_frequency,hesitation_index,focus_score,struggle_score,confidence_score,cognitive_state,accuracy_rate_proxy,fake_understanding,time_to_master_min,burnout_risk,accuracy_rate,attempt_count,quiz_score
1,22,Operating Systems,21.853,1412.764,0.092,0.297,3,2,25.652010366964216,0.40893001010101004,0.4309313348950888,0.3126816666666667,0.3963267739533751,Guessing,41.39,0,55.95218463912952,0,0.4139,3.0,41.39
17,23,Database Normalization,42.693,780.595,0.0589,0.3759,2,3,30.288901094777657,0.2927221590909091,0.5379559010679753,0.35727333333333333,0.5411003214567562,Guessing,43.42,0,44.674078989976174,0,0.43420000000000003,4.0,43.42
5,24,Operating Systems,20.0,1414.612,0.3093,0.2869,3,1,25.679573337131465,0.49782967676767675,0.43092685717134316,0.35316500000000006,0.4134436056362515,Guessing,60.67,0,59.56018284731975,0,0.6067,3.0,60.67
20,25,Operating Systems,24.916,2739.378,0.1312,0.295,5,6,12.723828689620175,0.6962162070707071,0.18235694374357989,0.32891333333333334,0.2870421520624679,Guessing,38.88,0,73.15761039073512,1,0.38880000000000003,3.0,38.88
22,26,Operating Systems,39.808,538.354,0.0743,0.4497,0,1,33.81928277756306,0.27546064141414145,0.5921184494031515,0.3463466666666667,0.6449164386088242,Guessing,92.22,0,32.3681411920501,0,0.9222,5.0,92.22
19,27,Database Normalization,29.335,1330.378,0.309,0.3766,2,2,23.034509593199953,0.5095261060606061,0.4207156219489997,0.38806499999999994,0.485346395675609,Guessing,78.61,0,68.05690224613687,0,0.7861,4.0,78.61
17,28,Machine Learning Basics,33.264,1703.608,0.0404,0.2842,5,5,21.326431125581003,0.44436082828282825,0.3652501762990004,0.24748166666666666,0.4801109286472759,Guessing,70.83,1,54.14913669880641,0,0.7082999999999999,3.0,70.83
22,29,Data Structures,25.513,1677.562,0.2074,0.4179,2,5,21.247051034653182,0.5464676818181818,0.36763151133132743,0.3871533333333333,0.41973867612667093,Guessing,64.9,0,59.03600783842542,0,0.649,4.0,64.9
27,30,Operating Systems,25.664,1258.547,0.1471,0.3069,2,2,31.68904132640607,0.40232395707070706,0.4938338670909027,0.29468833333333333,0.4853015665666648,Guessing,67.61,0,56.84433611487485,0,0.6761,3.0,67.61
15,31,Data Structures,20.0,2517.843,0.0633,0.41,1,4,14.942637599192867,0.6567216742424242,0.22431629627966082,0.37412999999999996,0.2862466377475346,Confused,39.98,0,72.95857283802135,1,0.3998,4.0,39.98
28,32,Computer Networks,58.777,690.035,0.0318,0.1761,1,0,32.396176524636076,0.20072463383838382,0.5641101810776277,0.13343,0.7462737342475306,Clear,100.0,0,29.726987326902037,0,1.0,2.0,100.0
8,33,Computer Networks,40.062,665.2,0.0574,0.1872,1,1,38.04501030172347,0.20853141414141416,0.6093147201200688,0.14884833333333333,0.6720459539148085,Clear,97.63,0,33.447801003558396,0,0.9763,2.0,97.63
28,34,Computer Networks,49.008,232.933,0.0911,0.1165,1,0,35.23987750201449,0.12001483080808081,0.6376781669793944,0.15514666666666665,0.7112712254726062,Clear,86.78,0,27.17946623492849,0,0.8678,2.0,86.78
9,35,Operating Systems,20.0,1491.988,0.1496,0.4616,2,7,22.843558093712048,0.5042771414141415,0.40081377141712604,0.42613666666666666,0.3983825602130166,Guessing,58.14,0,62.42104734822542,0,0.5814,5.0,58.14
15,36,Machine Learning Basics,20.0,1402.181,0.2003,0.6596,3,2,23.85783585173004,0.557743638888889,0.41868451174511817,0.5464066666666667,0.383763807690202,Guessing,52.16,0,66.15046824857578,0,0.5216,6.0,52.16
11,37,Data Structures,51.038,894.975,0.0783,0.3302,2,0,28.42583750272703,0.3150614015151515,0.5109109241275955,0.33896,0.5809053170110059,Guessing,50.8,0,44.630407153473215,0,0.508,4.0,50.8
26,38,Database Normalization,30.95,856.117,0.1064,0.2778,1,3,38.620759043712965,0.29723039646464644,0.5918137499707044,0.27641166666666667,0.5482258155215143,Guessing,64.93,0,32.069858211859284,0,0.6493000000000001,3.0,64.93
7,39,Database Normalization,53.969,416.483,0.0154,0.1713,0,0,32.29878680877694,0.1369774823232323,0.5946428439229698,0.16294333333333333,0.695400605828406,Guessing,75.72,0,19.875826369798258,0,0.7572,2.0,75.72
14,40,Database Normalization,42.966,680.009,0.0766,0.6035,2,2,37.09360067329325,0.3472649722222223,0.6004866907639852,0.47632833333333335,0.5863725113958622,Guessing,60.17,0,42.410987023803926,0,0.6017,6.0,60.17
17,41,Machine Learning Basics,24.805,1471.814,0.2624,0.348,2,5,27.055456969560513,0.5133195303030303,0.4347086129859895,0.39734166666666665,0.4246365293503423,Guessing,56.35,0,69.41658264573228,0,0.5635,4.0,56.35
25,42,Computer Networks,26.301,953.334,0.0999,0.1761,1,6,29.484419137396436,0.2829562474747475,0.5121806863876162,0.24241000000000001,0.46123764379507265,Guessing,42.48,0,41.087472756467726,0,0.42479999999999996,2.0,42.48
7,43,Computer Networks,20.0,1545.279,0.1764,0.2733,2,4,28.37102396257067,0.46646201767676765,0.4361793654335658,0.30522,0.4191445069785546,Guessing,60.38,0,49.077247903432514,0,0.6038,3.0,60.38
25,44,Computer Networks,20.0,1415.688,0.1613,0.3647,3,3,23.889415816884597,0.4630542121212122,0.41737770434092014,0.35267666666666664,0.4272551794840942,Guessing,67.0,0,67.80425979278205,0,0.67,4.0,67.0
12,45,Machine Learning Basics,54.462,577.715,0.0628,0.1609,0,0,32.72961371353763,0.18762675505050505,0.5794475314229608,0.1403883333333333,0.7323814961693125,Clear,99.21,0,29.95069568618501,0,0.9921,2.0,99.21
16,46,Data Structures,20.0,2118.526,0.1937,0.2322,2,4,19.042685220278134,0.5827054191919192,0.3007028820092289,0.31679166666666664,0.33688505172398076,Guessing,48.29,0,64.86670247031888,1,0.4829,3.0,48.29
6,47,Data Structures,36.239,1155.747,0.1622,0.1105,2,3,24.009166033410175,0.33719723989899,0.44798337382200487,0.16687666666666667,0.579481051161753,Guessing,93.56,1,40.355682721291394,0,0.9356,2.0,93.56
27,48,Database Normalization,27.453,1385.589,0.2333,0.5323,3,3,28.4014747926718,0.5315287095959595,0.4546580323736099,0.4916716666666667,0.42115497827268905,Guessing,47.19,0,70.77252268251125,0,0.4719,5.0,47.19
10,49,Data Structures,34.016,1857.91,0.2146,0.3849,4,2,18.273933588276172,0.5797570454545455,0.32472193048349984,0.3556683333333333,0.47105302232686813,Guessing,80.89,0,58.74299387845946,0,0.8089,4.0,80.89
28,50,Machine Learning Basics,20.388,1967.452,0.0578,0.2687,2,0,19.71147514898844,0.5024789191919192,0.3229844064745562,0.28055166666666664,0.35982098406357893,Guessing,49.55,0,58.15596615413252,1,0.4955,3.0,49.55
20,51,Computer Networks,26.124,1583.684,0.2085,0.4444,1,1,23.156320404323754,0.544134808080808,0.392679945889571,0.462015,0.38821626255475006,Confused,43.87,0,72.10032404229608,1,0.4387,5.0,43.87
5,52,Machine Learning Basics,38.17,820.355,0.0996,0.2845,3,2,28.31034221383078,0.2884221085858586,0.5185727094608737,0.283895,0.5488422465503833,Guessing,59.77,0,43.157413297444286,0,0.5977,3.0,59.77
23,53,Operating Systems,25.473,1475.642,0.1612,0.1972,3,2,27.858874381160373,0.43066475252525255,0.44029675785870276,0.27997833333333333,0.4461536894788229,Guessing,58.61,0,59.54562756166762,0,0.5861,3.0,58.61
15,54,Operating Systems,20.0,1874.921,0.1759,0.3949,4,5,21.861747628326494,0.5691115681818181,0.34968642149816304,0.34585833333333327,0.4186991912221762,Guessing,80.83,0,58.517110692782694,0,0.8083,4.0,80.83
14,55,Operating Systems,20.0,793.884,0.0436,0.2278,4,4,27.890883537797848,0.2483342525252525,0.5184520265334839,0.24518833333333334,0.4793654700812573,Guessing,61.79,1,28.71930197057469,0,0.6179,3.0,61.79
22,56,Database Normalization,46.773,674.208,0.0584,0.1575,0,1,28.752806701345307,0.20485062626262626,0.538593707402947,0.15854166666666664,0.6563823932814902,Clear,85.45,0,26.63460357673649,0,0.8545,2.0,85.45
26,57,Machine Learning Basics,41.378,1014.739,0.1993,0.3044,3,3,23.708983922862508,0.37370413888888887,0.4618472079928974,0.3220633333333333,0.534447291564536,Guessing,60.46,0,46.39319764103766,0,0.6046,3.0,60.46
3,58,Computer Networks,31.797,1161.824,0.1367,0.2945,1,6,33.24674409709216,0.3757263737373737,0.5165706950139055,0.3020966666666667,0.5034841274435656,Guessing,57.88,0,37.41309748318076,0,0.5788,3.0,57.88
24,59,Computer Networks,34.687,388.445,0.155,0.5602,0,1,38.41525687183031,0.3005224368686869,0.6437207122530131,0.4485316666666667,0.5780534731456008,Guessing,64.13,0,45.83974884192851,0,0.6413,5.0,64.13
1,60,Computer Networks,31.113,935.07,0.0783,0.2721,3,2,28.99658660778929,0.3005315404040404,0.5106092567012768,0.26032500000000003,0.530762420949777,Guessing,68.27,0,45.128361225020626,0,0.6827,3.0,68.27
9,61,Machine Learning Basics,23.47,1275.624,0.1317,0.4382,1,1,30.878145164927805,0.4478825353535354,0.4858004887369585,0.4102549999999999,0.4513790163180572,Guessing,60.07,0,59.00118467577869,0,0.6007,5.0,60.07
3,62,Data Structures,36.872,1014.015,0.0414,0.3648,3,1,28.3912318951931,0.33095549242424244,0.49704681064251965,0.33291499999999996,0.5178857193291195,Guessing,53.55,0,56.38833292822278,0,0.5355,4.0,53.55
24,63,Computer Networks,40.662,543.112,0.0891,0.2591,0,1,39.471155502024224,0.22225831313131314,0.6339637234080389,0.21243,0.6847466200527148,Guessing,100.0,0,30.861025796900243,0,1.0,3.0,100.0
23,64,Operating Systems,48.505,566.252,0.1328,0.5332,0,1,33.55553312445032,0.3222420505050505,0.5869519841476631,0.4420616666666667,0.6061786626685414,Guessing,58.11,0,46.234593763800866,0,0.5811,5.0,58.11
7,65,Database Normalization,50.299,656.271,0.1264,0.5443,1,1,33.1941219933772,0.34020836111111113,0.5739535149503291,0.4601483333333333,0.5849129253184321,Guessing,46.85,1,43.9366302438415,0,0.4685,5.0,46.85
6,66,Database Normalization,50.762,815.829,0.0543,0.4025,0,1,33.43733952816329,0.30333244696969697,0.5575424464612246,0.296355,0.6705066168929128,Guessing,88.33,0,36.18290218391354,0,0.8833,4.0,88.33
11,67,Machine Learning Basics,43.565,934.047,0.1021,0.3743,0,1,32.185719424481206,0.34179006818181823,0.5346446671121804,0.3083133333333334,0.6204017649063814,Guessing,85.34,0,49.07343930947325,0,0.8534,4.0,85.34
9,68,Operating Systems,30.837,1432.58,0.2466,0.2534,3,3,22.848607293179395,0.46867994949494945,0.40764112612741693,0.333855,0.4427222204139826,Guessing,52.91,0,58.915699435975824,0,0.5291,3.0,52.91
1,69,Machine Learning Basics,39.466,360.913,0.0853,0.5286,0,1,34.695859211042915,0.25952922474747475,0.6189717440828219,0.4238133333333333,0.5870258895127254,Guessing,58.8,0,49.1311286412195,0,0.588,5.0,58.8
20,70,Database Normalization,33.838,1043.317,0.171,0.2197,2,2,32.1882251047978,0.35081797222222216,0.5221754597145549,0.297855,0.5088111920810331,Guessing,53.37,0,49.76538181361801,0,0.5337,3.0,53.37
29,71,Machine Learning Basics,34.091,558.262,0.0422,0.0868,0,1,34.38643365764992,0.16024439898989898,0.594096881003803,0.13539666666666667,0.619620529452656,Clear,83.14,1,30.068801439056138,0,0.8314,2.0,83.14
6,72,Database Normalization,54.796,392.096,0.0678,0.1807,1,1,36.29838874565439,0.15570256565656565,0.6274269441638365,0.19754,0.686965198400666,Guessing,66.18,0,25.005240386666465,0,0.6618,2.0,66.18
3,73,Operating Systems,43.154,732.093,0.1031,0.2918,0,2,27.28548269311373,0.27328685101010103,0.5209733487697816,0.26293666666666665,0.6060577269794194,Guessing,75.98,0,43.867863255919744,0,0.7598,3.0,75.98
27,74,Data Structures,20.0,1057.764,0.2577,0.2046,1,2,25.469664464312253,0.3868780404040404,0.4701351691966277,0.3388,0.40514884469838225,Guessing,42.32,1,58.07715244792628,0,0.4232,3.0,42.32
10,75,Database Normalization,50.941,490.735,0.1266,0.4617,1,2,34.77580550404458,0.2899120580808081,0.6047345412803344,0.37427999999999995,0.6860404286719792,Guessing,87.62,0,52.98794634101022,0,0.8762000000000001,5.0,87.62
16,76,Operating Systems,20.0,1277.951,0.1696,0.5907,2,3,28.831206001399252,0.5057612904040404,0.47018250215335156,0.49835833333333335,0.4298705570853994,Guessing,63.59,0,58.29741922488553,0,0.6359,6.0,63.59
16,77,Computer Networks,48.987,607.787,0.0619,0.1061,0,1,30.49399596422972,0.18244284595959595,0.5592435983031514,0.1654233333333333,0.647444777597006,Guessing,71.36,0,27.214558761600504,0,0.7136,2.0,71.36
22,78,Data Structures,35.813,1670.281,0.1119,0.4675,2,3,22.621965607620037,0.5262178308080807,0.37877548491429314,0.40328,0.4737418458530759,Guessing,66.18,0,56.673275422543966,0,0.6618,5.0,66.18
30,79,Operating Systems,31.325,945.454,0.007,0.3037,0,3,35.253821718087224,0.27926720707070707,0.5563517771713685,0.27071333333333336,0.5157023270908045,Guessing,51.82,1,42.687294961695294,0,0.5182,3.0,51.82
1,80,Data Structures,35.002,887.403,0.0717,0.2494,2,2,27.16769124589238,0.2834914722222222,0.5023401986299072,0.278765,0.5112520887556389,Guessing,49.97,0,40.28014100574378,0,0.4997,3.0,49.97
25,81,Machine Learning Basics,20.0,1606.812,0.2361,0.3735,2,0,22.834100220515843,0.5350744242424242,0.38762009451101165,0.38418,0.40228486471693986,Guessing,64.38,0,70.50903175896217,0,0.6437999999999999,4.0,64.38
19,82,Machine Learning Basics,20.0,1407.09,0.0683,0.2169,2,2,25.180830493769815,0.38187441919191917,0.42804594298898796,0.25331666666666663,0.4279926200179085,Guessing,59.68,0,55.515076665902384,0,0.5968,3.0,59.68
23,83,Machine Learning Basics,49.627,577.124,0.0758,0.3102,1,0,33.38764558532584,0.23389364646464647,0.5844503133185153,0.2506716666666667,0.6709091720258575,Guessing,81.77,0,38.198156609274456,0,0.8177,3.0,81.77
18,84,Operating Systems,20.384,1608.092,0.2053,0.3105,3,6,21.95364278954965,0.49879179797979795,0.38087037806447954,0.28368333333333334,0.4558223437223742,Guessing,88.6,0,58.13406022857227,0,0.8859999999999999,3.0,88.6
11,85,Computer Networks,29.405,1452.583,0.1152,0.3159,0,3,28.057442313750148,0.44163258333333333,0.4444213316388404,0.32159,0.4811683869916521,Guessing,67.72,0,57.68154665847858,0,0.6772,4.0,67.72
17,86,Computer Networks,34.037,528.805,0.1441,0.5218,1,2,32.50304939092621,0.31701077020202023,0.5833380132890894,0.42871333333333334,0.5608416634564237,Guessing,67.24,0,51.201987959791,0,0.6724,5.0,67.24
9,87,Operating Systems,48.69,736.122,0.0587,0.2403,1,0,35.34701662537234,0.24531096464646465,0.580974396118864,0.21122166666666667,0.6810944241386895,Guessing,90.29,0,32.989831259897265,0,0.9029,3.0,90.29
2,88,Operating Systems,27.575,973.973,0.1625,0.6506,2,2,37.59045621940895,0.45260563888888894,0.5706172216455672,0.5377816666666667,0.46935494566033675,Guessing,47.71,0,62.91374646313136,0,0.4771,6.0,47.71
11,89,Database Normalization,20.0,927.087,0.1933,0.7186,2,5,29.483938758318413,0.48055976515151516,0.5151767406873882,0.6231583333333334,0.38910905743348917,Guessing,34.57,0,62.41674967956892,0,0.3457,7.0,34.57
7,90,Database Normalization,47.135,469.132,0.1582,0.6249,0,2,40.55527753595308,0.34241104040404047,0.6505494958053624,0.5137133333333334,0.6153388176810026,Guessing,57.66,0,50.37818707698083,0,0.5766,6.0,57.66
14,91,Data Structures,49.794,384.152,0.1049,0.6581,2,2,32.36561426587738,0.3094604343434344,0.5988390212797947,0.4928566666666666,0.6338013912324232,Guessing,66.36,0,54.642222447917646,0,0.6636,6.0,66.36
15,92,Computer Networks,50.903,319.368,0.0794,0.3244,0,0,38.329480740012464,0.1966219393939394,0.6509719055500935,0.2637866666666666,0.7384989057559372,Guessing,100.0,0,40.7768779786514,0,1.0,4.0,100.0
27,93,Data Structures,34.956,1587.529,0.1214,0.137,6,6,21.06904957492937,0.4138162853535354,0.37658598609768457,0.22490166666666667,0.45605585302627505,Guessing,51.11,0,48.751184812376174,1,0.5111,2.0,51.11
9,94,Operating Systems,20.0,1271.698,0.0888,0.6206,3,1,26.139732852965164,0.4767956010101011,0.45071108211152444,0.5051599999999999,0.3953539844819422,Guessing,47.08,0,62.039376829528905,0,0.4708,6.0,47.08
27,95,Computer Networks,28.416,1652.599,0.2714,0.4086,2,2,29.783944207163405,0.5661682803030302,0.43451112441086837,0.4277916666666666,0.42008809527780605,Confused,50.17,0,55.87582136090016,1,0.5017,4.0,50.17
14,96,Machine Learning Basics,56.962,461.042,0.101,0.1641,1,1,38.38655165880342,0.18031848989898988,0.6352086231553113,0.17506666666666665,0.7331635634617448,Clear,85.22,0,30.445359007273396,0,0.8522,2.0,85.22
18,97,Operating Systems,26.203,1365.97,0.1051,0.5013,0,0,24.702745075087787,0.4678990656565657,0.42915973092030124,0.4434033333333333,0.4125611844276055,Guessing,44.68,0,55.66366385040992,0,0.4468,5.0,44.68
26,98,Machine Learning Basics,42.567,604.231,0.0641,0.1241,0,1,27.05065989916006,0.186232148989899,0.533824977815129,0.16200166666666665,0.6239032959960539,Guessing,77.73,0,21.529866894171022,0,0.7773,2.0,77.73
13,99,Operating Systems,47.84,411.314,0.0732,0.515,0,1,29.659607876405854,0.26207685353535354,0.5754397447873296,0.37371499999999996,0.6662003954058959,Guessing,86.79,0,36.28599869729882,0,0.8679000000000001,5.0,86.79
4,100,Data Structures,20.0,1144.581,0.2461,0.5623,2,3,29.8345438340935,0.49356495202020206,0.4929498216128442,0.4888283333333333,0.42721020368082296,Guessing,57.93,0,51.490378299643055,0,0.5793,5.0,57.93
3,101,Operating Systems,35.611,1699.777,0.1013,0.2878,1,1,23.22559955503182,0.46967221464646464,0.3799317680913101,0.29700166666666666,0.4534668232304233,Guessing,52.07,0,52.76067254422809,1,0.5207,3.0,52.07
9,102,Operating Systems,24.185,1297.83,0.1059,0.2105,1,3,28.396224083928335,0.37391244949494945,0.46464825205803395,0.26264,0.4601969831931677,Guessing,60.54,0,49.21952251375932,0,0.6053999999999999,3.0,60.54
26,103,Operating Systems,55.188,658.705,0.0734,0.2342,1,0,34.96672581607184,0.23438066919191922,0.5869698721919674,0.21523666666666663,0.7117013612788023,Guessing,89.66,0,35.45929507858369,0,0.8966,3.0,89.66
5,104,Operating Systems,20.0,1852.538,0.3095,0.3298,1,3,22.56870095790432,0.607179893939394,0.3575466286128538,0.4229266666666667,0.345927004492947,Confused,46.12,0,72.53249043597027,1,0.4612,4.0,46.12
3,105,Computer Networks,25.035,1731.036,0.134,0.2602,3,4,22.90040766819033,0.484171101010101,0.37392037179714177,0.29050166666666666,0.41537857138762735,Guessing,58.15,0,61.405469617021076,0,0.5815,3.0,58.15
4,106,Operating Systems,20.0,1471.837,0.1469,0.372,6,3,19.70565316608442,0.4699992348484848,0.3795824558884903,0.38314166666666666,0.3707748515392744,Guessing,44.95,0,64.52463428219411,0,0.4495,4.0,44.95
26,107,Computer Networks,47.148,913.765,0.0813,0.4374,2,3,27.25560999996856,0.3415948106060606,0.49998678928547846,0.34902,0.5874293151947344,Guessing,66.2,0,48.63641750675518,0,0.662,4.0,66.2
13,108,Machine Learning Basics,30.065,1160.516,0.2355,0.3961,0,2,30.34378292467879,0.44805660606060604,0.4949479719350909,0.416785,0.4568702756714364,Guessing,47.03,0,54.61695289319895,0,0.4703,4.0,47.03
2,109,Machine Learning Basics,41.352,618.432,0.1599,0.5515,1,1,33.476405819381824,0.34786689898989903,0.5803951007882209,0.47025,0.5508534953879813,Guessing,49.0,1,55.78927729251163,0,0.49,5.0,49.0
22,110,Data Structures,32.59,1281.304,0.0822,0.2862,0,1,29.013611367657113,0.3757971313131313,0.4711673424002855,0.31867,0.44368188302311595,Guessing,33.06,0,49.69193470102169,0,0.3306,3.0,33.06
27,111,Computer Networks,26.247,1625.541,0.2398,0.2869,2,0,19.885287286518317,0.5120159116161617,0.3633635403631731,0.3427783333333334,0.40133730036652765,Guessing,52.15,0,61.98846080714236,1,0.5215,3.0,52.15
24,112,Data Structures,20.0,1502.507,0.1611,0.3974,4,3,24.447410367319677,0.4872693106060606,0.41164049204061187,0.37245500000000004,0.40852175102127447,Guessing,60.31,1,56.60086762497276,0,0.6031,4.0,60.31
22,113,Database Normalization,54.694,579.473,0.0663,0.256,1,1,34.1692051995966,0.2195757904040404,0.5900435532826889,0.22689499999999999,0.7027029474242006,Guessing,84.67,0,32.05387370078565,0,0.8467,3.0,84.67
21,114,Data Structures,41.911,877.579,0.058,0.1274,0,0,28.67668498910876,0.24026257323232322,0.5147803945611729,0.13587833333333332,0.6406553573835034,Guessing,94.45,0,31.82377445023304,0,0.9445,2.0,94.45
15,115,Computer Networks,41.689,473.472,0.079,0.3636,1,2,36.20888136896293,0.23581654545454545,0.6174555245529363,0.3371683333333333,0.599913550547699,Guessing,58.83,0,40.32213734227732,0,0.5882999999999999,4.0,58.83
14,116,Machine Learning Basics,23.553,798.278,0.0638,0.3284,3,1,27.09885401310897,0.28888080303030306,0.5120096336697458,0.3043666666666667,0.5038751446463783,Guessing,70.28,0,50.60409967973304,0,0.7028,4.0,70.28
5,117,Operating Systems,55.267,598.265,0.1772,0.663,1,1,31.954058775917677,0.3843612752525253,0.5712822979622397,0.49865666666666664,0.664603623100793,Guessing,79.54,0,50.174574526341885,0,0.7954000000000001,6.0,79.54
19,118,Computer Networks,46.753,560.726,0.1159,0.5562,0,0,33.55736919478009,0.3186700656565657,0.5875972975322792,0.45571833333333334,0.582723054411199,Guessing,49.85,0,53.049226316293584,0,0.4985,5.0,49.85
17,119,Database Normalization,25.132,2123.631,0.1989,0.403,2,3,16.66777667731243,0.6311874015151515,0.28230763936555753,0.39713000000000004,0.35672668158239457,Confused,53.38,0,68.02705014419348,1,0.5338,4.0,53.38
13,120,Operating Systems,49.794,438.76,0.0772,0.1901,1,1,36.24967505088385,0.18215525252525253,0.6217285628816289,0.21158333333333332,0.6952840309857008,Guessing,84.12,0,25.316638725667165,0,0.8412000000000001,3.0,84.12
5,121,Database Normalization,20.0,1666.554,0.1421,0.3308,6,1,24.427500289128528,0.4995877121212121,0.39274293788274967,0.3523366666666667,0.3927447245466431,Guessing,56.18,0,62.348358154450445,0,0.5618,4.0,56.18
24,122,Data Structures,20.0,870.8,0.1735,0.6057,5,3,32.68499149558075,0.4271054040404041,0.5456174362168557,0.5099933333333333,0.45651942025899606,Guessing,59.7,0,60.43523577873801,0,0.597,6.0,59.7
21,123,Data Structures,31.102,1616.362,0.1888,0.0598,5,7,28.387537840525596,0.42124616666666675,0.42817944808965624,0.21653833333333333,0.4171181594268968,Guessing,32.89,0,52.14452387107126,1,0.3289,1.0,32.89
